Year,Country,Sport,GoldCount,SilverCount,BronzeCount
1992,HUN,Canoe / Kayak,1,3,2
1992,HUN,Fencing,1,2,0
1992,HUN,Gymnastics,1,1,0
1992,HUN,Judo,1,2,1
1992,HUN,Modern Pentathlon,0,1,0
1992,HUN,Wrestling,2,0,0
1992,INA,Badminton,2,2,1
1992,IOP,Shooting,0,1,2
1992,IRI,Wrestling,0,1,2
1992,IRL,Boxing,1,1,0
1992,ISR,Judo,0,1,1
1992,ITA,Aquatics,1,0,2
1992,ITA,Athletics,0,0,1
1992,ITA,Canoe / Kayak,1,0,1
1992,ITA,Cycling,2,1,0
1992,ITA,Fencing,2,1,0
1992,ITA,Judo,0,1,0
1992,ITA,Modern Pentathlon,0,0,1
1992,ITA,Rowing,0,1,1
1992,ITA,Shooting,0,0,2
1992,ITA,Wrestling,0,1,0
1992,JAM,Athletics,0,3,1
1992,JPN,Aquatics,1,0,2
1992,JPN,Athletics,0,2,0
1992,JPN,Baseball,0,0,1
1992,JPN,Gymnastics,0,1,2
1992,JPN,Judo,2,4,4
1992,JPN,Shooting,0,1,1
1992,JPN,Wrestling,0,0,1
1992,KEN,Athletics,2,4,2
1992,KOR,Archery,2,2,0
1992,KOR,Athletics,1,0,0
1992,KOR,Badminton,2,1,1
1992,KOR,Boxing,0,0,2
1992,KOR,Gymnastics,0,0,1
1992,KOR,Handball,1,0,0
1992,KOR,Judo,1,1,2
1992,KOR,Shooting,2,0,0
1992,KOR,Table Tennis,0,0,4
1992,KOR,Weightlifting,1,0,0
1992,KOR,Wrestling,2,1,1
1992,LAT,Canoe / Kayak,0,1,0
1992,LAT,Cycling,0,0,1
1992,LAT,Shooting,0,1,0
1992,LTU,Athletics,1,0,0
1992,LTU,Basketball,0,0,1
1992,MAR,Athletics,1,1,0
1992,MAR,Boxing,0,0,1
1992,MAS,Badminton,0,0,1
1992,MEX,Athletics,0,1,0
1992,MGL,Boxing,0,0,1
1992,MGL,Shooting,0,0,1
1992,NAM,Athletics,0,2,0
1992,NED,Athletics,1,0,0
1992,NED,Boxing,0,1,1
1992,NED,Cycling,0,2,2
1992,NED,Equestrian,1,2,0
1992,NED,Judo,0,0,2
1992,NED,Rowing,0,0,1
1992,NED,Sailing,0,0,1
1992,NED,Volleyball,0,1,0
1992,NGR,Athletics,0,1,1
1992,NGR,Boxing,0,2,0
1992,NOR,Canoe / Kayak,0,1,1
1992,NOR,Handball,0,1,0
1992,NOR,Rowing,0,1,0
1992,NOR,Sailing,1,0,0
1992,NOR,Shooting,0,1,0
1992,NOR,Wrestling,1,0,0
1992,NZL,Aquatics,0,1,0
1992,NZL,Athletics,0,0,1
1992,NZL,Boxing,0,0,1
1992,NZL,Cycling,0,0,1
1992,NZL,Equestrian,0,2,1
1992,NZL,Sailing,1,2,1
1992,PAK,Hockey,0,0,1
1992,PER,Shooting,0,1,0
1992,PHI,Boxing,0,0,1
1992,POL,Aquatics,0,1,0
1992,POL,Athletics,0,0,1
1992,POL,Boxing,0,0,1
1992,POL,Canoe / Kayak,0,1,2
1992,POL,Fencing,0,0,1
1992,POL,Football,0,1,0
1992,POL,Judo,1,0,0
1992,POL,Modern Pentathlon,2,0,0
1992,POL,Rowing,0,0,2
1992,POL,Shooting,0,0,1
1992,POL,Weightlifting,0,1,2
1992,POL,Wrestling,0,2,0
1992,PRK,Boxing,1,0,1
1992,PRK,Gymnastics,1,0,0
1992,PRK,Table Tennis,0,0,2
1992,PRK,Weightlifting,0,0,1
1992,PRK,Wrestling,2,0,1
1992,PUR,Boxing,0,0,1
1992,QAT,Athletics,0,0,1
1992,ROU,Athletics,0,1,0
1992,ROU,Boxing,0,0,1
1992,ROU,Fencing,0,0,1
1992,ROU,Gymnastics,2,1,2
1992,ROU,Rowing,2,4,1
1992,ROU,Shooting,0,0,1
1992,ROU,Weightlifting,0,0,1
1992,ROU,Wrestling,0,0,1
1992,RSA,Athletics,0,1,0
1992,RSA,Tennis,0,1,0
1992,SLO,Rowing,0,0,2
1992,SUI,Tennis,1,0,0
1992,SUR,Aquatics,0,0,1
1992,SWE,Aquatics,0,2,1
1992,SWE,Athletics,0,1,0
1992,SWE,Canoe / Kayak,0,2,1
1992,SWE,Handball,0,1,0
1992,SWE,Shooting,0,0,1
1992,SWE,Table Tennis,1,0,0
1992,SWE,Wrestling,0,1,1
1992,TCH,Athletics,2,0,0
1992,TCH,Canoe / Kayak,1,1,0
1992,TCH,Rowing,0,1,0
1992,TCH,Shooting,1,0,1
1992,THA,Boxing,0,0,1
1992,TPE,Baseball,0,1,0
1992,TUR,Judo,0,0,1
1992,TUR,Weightlifting,1,0,0
1992,TUR,Wrestling,1,2,1
1992,USA,Aquatics,14,10,8
1992,USA,Athletics,12,8,10
1992,USA,Basketball,1,0,1
1992,USA,Boxing,1,1,1
1992,USA,Canoe / Kayak,1,0,2
1992,USA,Cycling,0,0,2
1992,USA,Equestrian,0,0,3
1992,USA,Gymnastics,1,2,3
1992,USA,Judo,0,1,0
1992,USA,Rowing,0,2,1
1992,USA,Sailing,1,6,2
1992,USA,Shooting,1,1,0
1992,USA,Tennis,2,0,1
1992,USA,Volleyball,0,0,2
1992,USA,Wrestling,3,3,2
1996,ALG,Athletics,1,0,0
1996,ALG,Boxing,1,0,1
1996,ARG,Boxing,0,0,1
1996,ARG,Football,0,1,0
1996,ARG,Sailing,0,1,0
1996,ARM,Wrestling,1,1,0
1996,AUS,Aquatics,2,4,6
1996,AUS,Athletics,0,2,0
1996,AUS,Basketball,0,0,1
1996,AUS,Canoe / Kayak,0,0,3
1996,AUS,Cycling,0,1,4
1996,AUS,Equestrian,2,0,0
1996,AUS,Hockey,1,0,1
1996,AUS,Rowing,2,1,3
1996,AUS,Sailing,0,1,1
1996,AUS,Shooting,2,0,1
1996,AUS,Softball,0,0,1
1996,AUS,Tennis,1,0,0
1996,AUS,Volleyball,0,0,1
1996,AUS,Weightlifting,0,0,1
1996,AUT,Athletics,0,0,1
1996,AUT,Shooting,0,1,1
1996,AZE,Wrestling,0,1,0
1996,BAH,Athletics,0,1,0
1996,BDI,Athletics,1,0,0
1996,BEL,Aquatics,1,0,0
1996,BEL,Judo,1,1,2
1996,BEL,Sailing,0,1,0
1996,BLR,Athletics,0,2,2
1996,BLR,Gymnastics,0,0,4
1996,BLR,Rowing,1,0,1
1996,BLR,Shooting,0,1,0
1996,BLR,Wrestling,0,3,1
1996,BRA,Aquatics,0,1,2
1996,BRA,Athletics,0,0,1
1996,BRA,Basketball,0,1,0
1996,BRA,Equestrian,0,0,1
1996,BRA,Football,0,0,1
1996,BRA,Judo,0,0,2
1996,BRA,Sailing,2,0,1
1996,BRA,Volleyball,1,1,1
1996,BUL,Athletics,1,0,0
1996,BUL,Boxing,1,2,0
1996,BUL,Canoe / Kayak,0,0,1
1996,BUL,Gymnastics,0,2,0
1996,BUL,Shooting,0,2,2
1996,BUL,Weightlifting,0,1,2
1996,BUL,Wrestling,1,0,0
1996,CAN,Aquatics,0,2,3
1996,CAN,Athletics,2,0,0
1996,CAN,Boxing,0,1,0
1996,CAN,Canoe / Kayak,0,1,0
1996,CAN,Cycling,0,2,3
1996,CAN,Rowing,1,4,1
1996,CAN,Volleyball,0,0,1
1996,CAN,Wrestling,0,1,0
1996,CHN,Aquatics,4,4,3
1996,CHN,Archery,0,1,0
1996,CHN,Athletics,1,2,1
1996,CHN,Badminton,1,1,2
1996,CHN,Football,0,1,0
1996,CHN,Gymnastics,1,4,1
1996,CHN,Judo,1,0,1
1996,CHN,Rowing,0,1,0
1996,CHN,Shooting,2,2,1
1996,CHN,Softball,0,1,0
1996,CHN,Table Tennis,4,3,1
1996,CHN,Volleyball,0,1,0
1996,CHN,Weightlifting,2,1,1
1996,CHN,Wrestling,0,0,1
1996,CRC,Aquatics,1,0,0
1996,CRO,Aquatics,0,1,0
1996,CRO,Handball,1,0,0
1996,CUB,Aquatics,0,1,1
1996,CUB,Athletics,0,1,1
1996,CUB,Baseball,1,0,0
1996,CUB,Boxing,4,3,0
1996,CUB,Fencing,0,1,1
1996,CUB,Judo,1,1,4
1996,CUB,Volleyball,1,0,0
1996,CUB,Weightlifting,1,0,0
1996,CUB,Wrestling,1,1,1
1996,CZE,Athletics,1,0,2
1996,CZE,Canoe / Kayak,3,2,0
1996,CZE,Shooting,0,0,1
1996,CZE,Tennis,0,1,1
1996,DEN,Badminton,1,0,0
1996,DEN,Cycling,0,1,0
1996,DEN,Handball,1,0,0
1996,DEN,Rowing,1,0,1
1996,DEN,Sailing,1,0,0
1996,ECU,Athletics,1,0,0
1996,ESP,Aquatics,1,0,0
1996,ESP,Athletics,0,1,1
1996,ESP,Boxing,0,0,1
1996,ESP,Cycling,1,1,0
1996,ESP,Gymnastics,1,0,0
1996,ESP,Handball,0,0,1
1996,ESP,Hockey,0,1,0
1996,ESP,Judo,0,1,2
1996,ESP,Sailing,2,0,0
1996,ESP,Tennis,0,2,1
1996,ETH,Athletics,2,0,1
1996,FIN,Aquatics,0,1,0
1996,FIN,Athletics,1,0,1
1996,FIN,Wrestling,0,1,0
1996,FRA,Athletics,3,0,1
1996,FRA,Canoe / Kayak,1,0,2
1996,FRA,Cycling,5,3,1
1996,FRA,Equestrian,0,0,1
1996,FRA,Fencing,2,2,3
1996,FRA,Judo,3,0,3
1996,FRA,Rowing,0,1,3
1996,FRA,Shooting,1,0,1
1996,FRA,Wrestling,0,1,0
1996,GBR,Aquatics,0,1,1
1996,GBR,Athletics,0,4,2
1996,GBR,Cycling,0,0,2
1996,GBR,Rowing,1,0,1
1996,GBR,Sailing,0,2,0
1996,GBR,Tennis,0,1,0
1996,GEO,Judo,0,0,1
1996,GEO,Wrestling,0,0,1
1996,GER,Aquatics,0,7,7
1996,GER,Archery,0,1,0
1996,GER,Athletics,3,1,3
1996,GER,Boxing,0,1,3
1996,GER,Canoe / Kayak,5,2,2
1996,GER,Cycling,1,0,1
1996,GER,Equestrian,5,0,0
1996,GER,Fencing,0,0,1
1996,GER,Gymnastics,1,0,0
1996,GER,Judo,1,0,4
1996,GER,Rowing,2,1,1
1996,GER,Sailing,1,0,0
1996,GER,Shooting,2,2,0
1996,GER,Table Tennis,0,0,1
1996,GER,Tennis,0,0,1
1996,GER,Weightlifting,0,2,1
1996,GER,Wrestling,0,1,2
1996,GRE,Athletics,0,1,0
1996,GRE,Gymnastics,1,0,0
1996,GRE,Sailing,1,0,0
1996,GRE,Weightlifting,2,3,0
1996,HKG,Sailing,1,0,0
1996,HUN,Aquatics,3,1,2
1996,HUN,Athletics,1,0,0
1996,HUN,Boxing,1,0,0
1996,HUN,Canoe / Kayak,2,1,3
1996,HUN,Fencing,0,1,2
1996,HUN,Gymnastics,0,1,0
1996,HUN,Handball,0,0,1
1996,HUN,Modern Pentathlon,0,0,1
1996,HUN,Weightlifting,0,0,1
1996,INA,Badminton,1,1,2
1996,IND,Tennis,0,0,1
1996,IRI,Wrestling,1,1,1
1996,IRL,Aquatics,3,0,1
1996,ISR,Sailing,0,0,1
1996,ITA,Aquatics,0,0,2
1996,ITA,Archery,0,0,1
1996,ITA,Athletics,0,2,2
1996,ITA,Canoe / Kayak,2,2,1
1996,ITA,Cycling,4,1,0
1996,ITA,Fencing,3,2,2
1996,ITA,Gymnastics,1,0,0
1996,ITA,Judo,0,1,1
1996,ITA,Rowing,1,0,0
1996,ITA,Sailing,0,0,1
1996,ITA,Shooting,2,1,2
1996,ITA,Volleyball,0,1,0
1996,JAM,Athletics,1,3,2
1996,JPN,Aquatics,0,0,1
1996,JPN,Athletics,0,0,1
1996,JPN,Baseball,0,1,0
1996,JPN,Cycling,0,0,1
1996,JPN,Judo,3,4,1
1996,JPN,Sailing,0,1,0
1996,JPN,Wrestling,0,0,1
1996,KAZ,Boxing,1,1,2
1996,KAZ,Modern Pentathlon,1,0,0
1996,KAZ,Shooting,0,2,1
1996,KAZ,Weightlifting,0,1,0
1996,KAZ,Wrestling,1,0,1
1996,KEN,Athletics,1,4,3
1996,KOR,Archery,2,1,1
1996,KOR,Athletics,0,1,0
1996,KOR,Badminton,3,2,0
1996,KOR,Boxing,0,1,0
1996,KOR,Gymnastics,0,1,0
1996,KOR,Handball,0,1,0
1996,KOR,Hockey,0,1,0
1996,KOR,Judo,2,4,2
1996,KOR,Table Tennis,0,0,2
1996,KOR,Wrestling,1,3,0
1996,LAT,Canoe / Kayak,0,1,0
1996,LTU,Basketball,0,0,1
1996,MAR,Athletics,0,0,2
1996,MAS,Badminton,0,1,1
1996,MDA,Canoe / Kayak,0,1,0
1996,MDA,Wrestling,0,0,1
1996,MEX,Athletics,0,0,1
1996,MGL,Judo,0,0,1
1996,MOZ,Athletics,0,0,1
1996,NAM,Athletics,0,2,0
1996,NED,Aquatics,0,0,2
1996,NED,Cycling,1,1,1
1996,NED,Equestrian,0,3,1
1996,NED,Hockey,1,0,1
1996,NED,Judo,0,0,3
1996,NED,Rowing,1,1,1
1996,NED,Sailing,0,1,1
1996,NED,Volleyball,1,0,0
1996,NGR,Athletics,1,1,2
1996,NGR,Boxing,0,0,1
1996,NGR,Football,1,0,0
1996,NOR,Athletics,1,0,1
1996,NOR,Canoe / Kayak,1,1,0
1996,NOR,Football,0,0,1
1996,NOR,Rowing,0,1,0
1996,NOR,Sailing,0,0,1
1996,NZL,Aquatics,2,0,0
1996,NZL,Equestrian,1,1,2
1996,NZL,Sailing,0,1,0
1996,PHI,Boxing,0,1,0
1996,POL,Archery,0,0,1
1996,POL,Athletics,1,1,0
1996,POL,Canoe / Kayak,0,0,1
1996,POL,Fencing,0,1,0
1996,POL,Judo,1,1,0
1996,POL,Sailing,1,0,0
1996,POL,Shooting,1,1,1
1996,POL,Weightlifting,0,0,1
1996,POL,Wrestling,3,1,1
1996,POR,Athletics,1,0,0
1996,POR,Sailing,0,0,1
1996,PRK,Judo,1,0,0
1996,PRK,Weightlifting,0,1,1
1996,PRK,Wrestling,1,0,1
1996,PUR,Boxing,0,0,1
1996,ROU,Athletics,0,1,0
1996,ROU,Boxing,0,0,2
1996,ROU,Canoe / Kayak,0,1,1
1996,ROU,Fencing,1,1,0
1996,ROU,Gymnastics,1,4,4
1996,ROU,Rowing,2,0,0
1996,ROU,Weightlifting,0,0,1
1996,RSA,Aquatics,2,0,1
1996,RSA,Athletics,1,1,0
1996,RUS,Aquatics,5,3,2
1996,RUS,Athletics,3,6,1
1996,RUS,Boxing,1,0,3
1996,RUS,Canoe / Kayak,0,0,1
1996,RUS,Cycling,1,1,0
1996,RUS,Fencing,4,2,1
1996,RUS,Gymnastics,3,3,4
1996,RUS,Modern Pentathlon,0,1,0
1996,RUS,Rowing,0,0,1
1996,RUS,Sailing,0,1,0
1996,RUS,Shooting,3,2,1
1996,RUS,Weightlifting,2,1,0
1996,RUS,Wrestling,4,1,2
1996,SLO,Athletics,0,1,0
1996,SLO,Canoe / Kayak,0,1,0
1996,SUI,Canoe / Kayak,0,1,0
1996,SUI,Cycling,1,1,0
1996,SUI,Equestrian,0,1,0
1996,SUI,Gymnastics,1,0,0
1996,SUI,Rowing,2,0,0
1996,SVK,Canoe / Kayak,1,1,0
1996,SVK,Shooting,0,0,1
1996,SWE,Aquatics,0,1,0
1996,SWE,Archery,0,1,0
1996,SWE,Athletics,1,0,0
1996,SWE,Canoe / Kayak,1,0,1
1996,SWE,Handball,0,1,0
1996,SWE,Sailing,0,1,0
1996,SWE,Wrestling,0,0,1
1996,SYR,Athletics,1,0,0
1996,TGA,Boxing,0,1,0
1996,THA,Boxing,1,0,1
1996,TPE,Table Tennis,0,1,0
1996,TRI,Athletics,0,0,2
1996,TUN,Boxing,0,0,1
1996,TUR,Boxing,0,1,0
1996,TUR,Weightlifting,2,0,0
1996,TUR,Wrestling,2,0,1
1996,UGA,Athletics,0,0,1
1996,UKR,Archery,0,0,1
1996,UKR,Athletics,1,0,3
1996,UKR,Boxing,1,0,1
1996,UKR,Gymnastics,4,1,2
1996,UKR,Rowing,0,1,0
1996,UKR,Sailing,1,0,1
1996,UKR,Weightlifting,1,0,1
1996,UKR,Wrestling,1,0,3
1996,USA,Aquatics,14,11,4
1996,USA,Archery,2,0,0
1996,USA,Athletics,13,5,5
1996,USA,Baseball,0,0,1
1996,USA,Basketball,2,0,0
1996,USA,Boxing,1,0,5
1996,USA,Canoe / Kayak,0,1,0
1996,USA,Cycling,0,2,1
1996,USA,Equestrian,0,4,3
1996,USA,Football,1,0,0
1996,USA,Gymnastics,2,2,1
1996,USA,Judo,0,0,1
1996,USA,Rowing,0,3,1
1996,USA,Sailing,0,0,2
1996,USA,Shooting,1,1,1
1996,USA,Softball,1,0,0
1996,USA,Tennis,3,0,0
1996,USA,Volleyball,1,1,0
1996,USA,Wrestling,3,4,1
1996,UZB,Boxing,0,0,1
1996,UZB,Judo,0,1,0
1996,YUG,Basketball,0,1,0
1996,YUG,Shooting,1,0,1
1996,YUG,Volleyball,0,0,1
1996,ZAM,Athletics,0,1,0
2000,ALG,Athletics,1,1,2
2000,ALG,Boxing,0,0,1
2000,ARG,Hockey,0,1,0
2000,ARG,Sailing,0,1,2
2000,ARM,Weightlifting,0,0,1
2000,AUS,Aquatics,6,9,6
2000,AUS,Archery,1,0,0
2000,AUS,Athletics,1,2,0
2000,AUS,Basketball,0,1,0
2000,AUS,Canoe / Kayak,0,1,1
2000,AUS,Cycling,1,2,3
2000,AUS,Equestrian,1,1,0
2000,AUS,Gymnastics,0,1,0
2000,AUS,Hockey,1,0,1
2000,AUS,Judo,0,0,1
2000,AUS,Rowing,0,3,2
2000,AUS,Sailing,2,1,1
2000,AUS,Shooting,1,1,1
2000,AUS,Softball,0,0,1
2000,AUS,Taekwondo,1,1,0
2000,AUS,Tennis,0,1,0
2000,AUS,Triathlon,0,1,0
2000,AUS,Volleyball,1,0,0
2000,AUT,Athletics,0,1,0
2000,AUT,Sailing,2,0,0
2000,AZE,Boxing,0,0,1
2000,AZE,Shooting,1,0,0
2000,AZE,Wrestling,1,0,0
2000,BAH,Athletics,2,0,0
2000,BAR,Athletics,0,0,1
2000,BEL,Cycling,0,2,0
2000,BEL,Judo,0,0,2
2000,BEL,Tennis,0,0,1
2000,BLR,Athletics,2,0,3
2000,BLR,Gymnastics,0,2,0
2000,BLR,Judo,0,0,1
2000,BLR,Modern Pentathlon,0,0,1
2000,BLR,Rowing,1,0,0
2000,BLR,Shooting,0,1,3
2000,BLR,Weightlifting,0,0,2
2000,BLR,Wrestling,0,0,1
2000,BRA,Aquatics,0,0,1
2000,BRA,Athletics,0,1,0
2000,BRA,Basketball,0,0,1
2000,BRA,Equestrian,0,0,1
2000,BRA,Judo,0,2,0
2000,BRA,Sailing,0,1,1
2000,BRA,Volleyball,0,2,2
2000,BUL,Athletics,1,0,0
2000,BUL,Canoe / Kayak,0,2,0
2000,BUL,Gymnastics,0,0,2
2000,BUL,Rowing,0,1,0
2000,BUL,Shooting,2,0,0
2000,BUL,Weightlifting,1,2,0
2000,BUL,Wrestling,1,1,0
2000,CAN,Aquatics,0,1,3
2000,CAN,Canoe / Kayak,0,1,1
2000,CAN,Gymnastics,0,0,2
2000,CAN,Judo,0,1,0
2000,CAN,Rowing,0,0,1
2000,CAN,Taekwondo,0,0,1
2000,CAN,Tennis,1,0,0
2000,CAN,Triathlon,1,0,0
2000,CAN,Wrestling,1,0,0
2000,CHI,Football,0,0,1
2000,CHN,Aquatics,5,5,0
2000,CHN,Athletics,1,0,0
2000,CHN,Badminton,4,1,3
2000,CHN,Cycling,0,0,1
2000,CHN,Fencing,0,1,1
2000,CHN,Gymnastics,3,2,2
2000,CHN,Judo,2,1,1
2000,CHN,Shooting,3,2,3
2000,CHN,Table Tennis,4,3,1
2000,CHN,Taekwondo,1,0,0
2000,CHN,Weightlifting,5,1,1
2000,CHN,Wrestling,0,0,1
2000,CMR,Football,1,0,0
2000,COL,Weightlifting,1,0,0
2000,CRC,Aquatics,0,0,2
2000,CRO,Rowing,0,0,1
2000,CRO,Weightlifting,1,0,0
2000,CUB,Athletics,2,2,2
2000,CUB,Baseball,0,1,0
2000,CUB,Boxing,4,0,2
2000,CUB,Canoe / Kayak,0,2,0
2000,CUB,Fencing,0,0,1
2000,CUB,Judo,2,2,1
2000,CUB,Taekwondo,1,1,0
2000,CUB,Volleyball,1,0,0
2000,CUB,Wrestling,1,3,1
2000,CZE,Athletics,1,1,0
2000,CZE,Boxing,0,1,0
2000,CZE,Canoe / Kayak,1,0,1
2000,CZE,Shooting,0,1,1
2000,CZE,Triathlon,0,0,1
2000,DEN,Athletics,0,1,0
2000,DEN,Badminton,0,1,0
2000,DEN,Handball,1,0,0
2000,DEN,Rowing,0,0,1
2000,DEN,Sailing,1,0,0
2000,DEN,Shooting,0,1,0
2000,ESP,Aquatics,0,0,1
2000,ESP,Athletics,0,0,1
2000,ESP,Boxing,0,1,0
2000,ESP,Cycling,1,0,1
2000,ESP,Football,0,1,0
2000,ESP,Gymnastics,1,0,0
2000,ESP,Handball,0,0,1
2000,ESP,Judo,1,0,0
2000,ESP,Taekwondo,0,1,0
2000,ESP,Tennis,0,0,1
2000,EST,Athletics,1,0,0
2000,EST,Judo,0,0,2
2000,ETH,Athletics,4,1,3
2000,FIN,Athletics,1,0,0
2000,FIN,Sailing,1,0,0
2000,FIN,Shooting,0,1,0
2000,FIN,Wrestling,0,0,1
2000,FRA,Aquatics,0,1,1
2000,FRA,Basketball,0,1,0
2000,FRA,Boxing,1,0,1
2000,FRA,Canoe / Kayak,1,1,1
2000,FRA,Cycling,5,2,1
2000,FRA,Fencing,1,4,1
2000,FRA,Gymnastics,0,2,0
2000,FRA,Judo,2,2,2
2000,FRA,Rowing,2,0,1
2000,FRA,Shooting,1,1,0
2000,FRA,Table Tennis,0,0,1
2000,FRA,Taekwondo,0,0,1
2000,FRA,Tennis,0,0,1
2000,GBR,Athletics,2,2,2
2000,GBR,Badminton,0,0,2
2000,GBR,Boxing,1,0,0
2000,GBR,Canoe / Kayak,0,1,1
2000,GBR,Cycling,1,1,2
2000,GBR,Equestrian,0,2,0
2000,GBR,Judo,0,1,0
2000,GBR,Modern Pentathlon,1,0,1
2000,GBR,Rowing,2,1,0
2000,GBR,Sailing,3,2,0
2000,GBR,Shooting,1,1,0
2000,GEO,Boxing,0,0,1
2000,GEO,Judo,0,0,1
2000,GEO,Weightlifting,0,0,1
2000,GEO,Wrestling,0,0,3
2000,GER,Aquatics,0,0,5
2000,GER,Archery,0,0,1
2000,GER,Athletics,2,1,2
2000,GER,Boxing,0,0,1
2000,GER,Canoe / Kayak,4,1,3
2000,GER,Cycling,3,4,3
2000,GER,Equestrian,2,1,1
2000,GER,Fencing,0,2,3
2000,GER,Football,0,0,1
2000,GER,Judo,0,0,1
2000,GER,Rowing,2,1,3
2000,GER,Sailing,0,2,1
2000,GER,Taekwondo,0,1,0
2000,GER,Tennis,0,1,0
2000,GER,Triathlon,0,1,0
2000,GER,Volleyball,0,0,1
2000,GER,Weightlifting,0,2,0
2000,GRE,Athletics,1,3,0
2000,GRE,Gymnastics,0,1,1
2000,GRE,Taekwondo,1,0,0
2000,GRE,Weightlifting,2,2,1
2000,GRE,Wrestling,0,0,1
2000,HUN,Aquatics,2,0,0
2000,HUN,Boxing,0,0,1
2000,HUN,Canoe / Kayak,4,2,1
2000,HUN,Fencing,1,0,0
2000,HUN,Gymnastics,1,0,0
2000,HUN,Handball,0,1,0
2000,HUN,Modern Pentathlon,0,1,0
2000,HUN,Shooting,0,0,1
2000,HUN,Weightlifting,0,1,0
2000,HUN,Wrestling,0,1,0
2000,INA,Badminton,1,3,0
2000,INA,Weightlifting,0,1,2
2000,IND,Weightlifting,0,0,1
2000,IRI,Taekwondo,0,0,1
2000,IRI,Weightlifting,2,0,0
2000,IRI,Wrestling,1,0,0
2000,IRL,Athletics,0,1,0
2000,ISL,Athletics,0,0,1
2000,ISR,Canoe / Kayak,0,0,1
2000,ITA,Aquatics,3,1,2
2000,ITA,Archery,0,1,0
2000,ITA,Athletics,0,2,0
2000,ITA,Boxing,0,0,1
2000,ITA,Canoe / Kayak,2,0,1
2000,ITA,Cycling,2,0,1
2000,ITA,Fencing,3,0,2
2000,ITA,Judo,1,0,3
2000,ITA,Rowing,1,2,1
2000,ITA,Sailing,1,1,0
2000,ITA,Shooting,0,1,1
2000,ITA,Volleyball,0,0,1
2000,JAM,Athletics,0,5,4
2000,JPN,Aquatics,0,4,2
2000,JPN,Athletics,1,0,0
2000,JPN,Judo,4,2,2
2000,JPN,Softball,0,1,0
2000,JPN,Taekwondo,0,0,1
2000,JPN,Wrestling,0,1,0
2000,KAZ,Athletics,1,0,0
2000,KAZ,Boxing,2,2,0
2000,KAZ,Cycling,0,1,0
2000,KAZ,Wrestling,0,1,0
2000,KEN,Athletics,2,3,2
2000,KGZ,Judo,0,0,1
2000,KOR,Archery,3,1,1
2000,KOR,Badminton,0,1,1
2000,KOR,Baseball,0,0,1
2000,KOR,Fencing,1,0,1
2000,KOR,Gymnastics,0,1,1
2000,KOR,Hockey,0,1,0
2000,KOR,Judo,0,2,3
2000,KOR,Shooting,0,1,0
2000,KOR,Table Tennis,0,0,1
2000,KOR,Taekwondo,3,1,0
2000,KOR,Wrestling,1,2,1
2000,KSA,Athletics,0,1,0
2000,KSA,Equestrian,0,0,1
2000,KUW,Shooting,0,0,1
2000,LAT,Athletics,0,1,0
2000,LAT,Gymnastics,1,0,0
2000,LAT,Judo,0,0,1
2000,LTU,Athletics,1,0,0
2000,LTU,Basketball,0,0,1
2000,LTU,Cycling,0,0,1
2000,LTU,Rowing,0,0,1
2000,LTU,Shooting,1,0,0
2000,MAR,Athletics,0,1,3
2000,MAR,Boxing,0,0,1
2000,MDA,Boxing,0,0,1
2000,MDA,Shooting,0,1,0
2000,MEX,Aquatics,0,1,0
2000,MEX,Athletics,0,1,1
2000,MEX,Boxing,0,0,1
2000,MEX,Taekwondo,0,0,1
2000,MEX,Weightlifting,1,0,0
2000,MKD,Wrestling,0,0,1
2000,MOZ,Athletics,1,0,0
2000,NED,Aquatics,5,1,2
2000,NED,Archery,0,0,1
2000,NED,Cycling,3,1,0
2000,NED,Equestrian,2,3,0
2000,NED,Hockey,1,0,1
2000,NED,Judo,1,0,0
2000,NED,Rowing,0,3,0
2000,NED,Sailing,0,1,0
2000,NED,Tennis,0,1,0
2000,NGR,Athletics,0,2,0
2000,NGR,Weightlifting,0,1,0
2000,NOR,Athletics,1,1,0
2000,NOR,Canoe / Kayak,2,0,0
2000,NOR,Football,1,0,0
2000,NOR,Handball,0,0,1
2000,NOR,Rowing,0,1,0
2000,NOR,Sailing,0,0,1
2000,NOR,Shooting,0,0,1
2000,NOR,Taekwondo,0,1,0
2000,NZL,Equestrian,0,0,1
2000,NZL,Rowing,1,0,0
2000,NZL,Sailing,0,0,2
2000,POL,Athletics,4,0,0
2000,POL,Canoe / Kayak,0,2,2
2000,POL,Fencing,0,1,0
2000,POL,Gymnastics,0,0,1
2000,POL,Rowing,1,0,0
2000,POL,Shooting,1,0,0
2000,POL,Weightlifting,0,2,0
2000,POR,Athletics,0,0,1
2000,POR,Judo,0,0,1
2000,PRK,Boxing,0,0,1
2000,PRK,Judo,0,0,1
2000,PRK,Weightlifting,0,1,0
2000,PRK,Wrestling,0,0,1
2000,QAT,Weightlifting,0,0,1
2000,ROU,Aquatics,2,1,1
2000,ROU,Athletics,1,2,2
2000,ROU,Boxing,0,1,1
2000,ROU,Canoe / Kayak,1,0,2
2000,ROU,Fencing,1,0,0
2000,ROU,Gymnastics,3,2,1
2000,ROU,Judo,0,0,1
2000,ROU,Rowing,3,0,0
2000,ROU,Shooting,0,0,1
2000,RSA,Aquatics,0,1,1
2000,RSA,Athletics,0,1,2
2000,RUS,Aquatics,4,3,4
2000,RUS,Athletics,3,4,6
