Year,Country,Sport,Discipline,GoldCount,SilverCount,BronzeCount
1924,SWE,Shooting,Shooting,0,2,2
1924,SWE,Wrestling,Wrestling Free.,0,1,0
1924,SWE,Wrestling,Wrestling Gre-R,1,1,1
1924,TCH,Gymnastics,Artistic G.,1,4,4
1924,TCH,Weightlifting,Weightlifting,0,0,1
1924,URU,Football,Football,1,0,0
1924,USA,Aquatics,Diving,4,4,3
1924,USA,Aquatics,Swimming,9,5,5
1924,USA,Aquatics,Water polo,0,0,1
1924,USA,Athletics,Athletics,12,10,10
1924,USA,Boxing,Boxing,2,2,2
1924,USA,Equestrian,Eventing,0,0,1
1924,USA,Gymnastics,Artistic G.,1,0,0
1924,USA,Polo,Polo,0,1,0
1924,USA,Rowing,Rowing,2,1,2
1924,USA,Rugby,Rugby,1,0,0
1924,USA,Shooting,Shooting,5,2,2
1924,USA,Tennis,Tennis,6,2,0
1924,USA,Wrestling,Wrestling Free.,4,1,1
1924,YUG,Gymnastics,Artistic G.,2,0,0
1928,ARG,Aquatics,Swimming,1,0,0
1928,ARG,Boxing,Boxing,2,2,0
1928,ARG,Fencing,Fencing,0,0,1
1928,ARG,Football,Football,0,1,0
1928,AUS,Aquatics,Swimming,0,2,0
1928,AUS,Cycling,Cycling Track,0,0,1
1928,AUS,Rowing,Rowing,1,0,0
1928,AUT,Rowing,Rowing,0,0,1
1928,AUT,Weightlifting,Weightlifting,2,0,0
1928,BEL,Boxing,Boxing,0,0,1
1928,BEL,Rowing,Rowing,0,0,1
1928,BEL,Wrestling,Wrestling Free.,0,1,0
1928,CAN,Aquatics,Swimming,0,0,1
1928,CAN,Athletics,Athletics,4,2,2
1928,CAN,Boxing,Boxing,0,0,1
1928,CAN,Rowing,Rowing,0,1,1
1928,CAN,Wrestling,Wrestling Free.,0,1,2
1928,CHI,Athletics,Athletics,0,1,0
1928,DEN,Boxing,Boxing,0,0,1
1928,DEN,Cycling,Cycling Road,2,0,0
1928,DEN,Cycling,Cycling Track,1,0,2
1928,DEN,Sailing,Sailing,0,1,0
1928,EGY,Aquatics,Diving,0,1,1
1928,EGY,Weightlifting,Weightlifting,1,0,0
1928,EGY,Wrestling,Wrestling Gre-R,1,0,0
1928,ESP,Equestrian,Jumping,1,0,0
1928,EST,Sailing,Sailing,0,0,1
1928,EST,Weightlifting,Weightlifting,0,1,0
1928,EST,Wrestling,Wrestling Free.,1,0,0
1928,EST,Wrestling,Wrestling Gre-R,1,0,1
1928,FIN,Athletics,Athletics,5,5,4
1928,FIN,Gymnastics,Artistic G.,0,0,1
1928,FIN,Sailing,Sailing,0,0,1
1928,FIN,Wrestling,Wrestling Free.,2,2,1
1928,FIN,Wrestling,Wrestling Gre-R,1,1,2
1928,FRA,Aquatics,Water polo,0,0,1
1928,FRA,Athletics,Athletics,1,1,1
1928,FRA,Boxing,Boxing,0,1,0
1928,FRA,Cycling,Cycling Track,2,0,0
1928,FRA,Equestrian,Dressage,0,1,0
1928,FRA,Equestrian,Jumping,0,1,0
1928,FRA,Fencing,Fencing,2,2,0
1928,FRA,Rowing,Rowing,0,1,0
1928,FRA,Sailing,Sailing,1,0,0
1928,FRA,Weightlifting,Weightlifting,1,1,1
1928,FRA,Wrestling,Wrestling Free.,0,1,2
1928,GBR,Aquatics,Swimming,0,2,2
1928,GBR,Athletics,Athletics,2,2,1
1928,GBR,Cycling,Cycling Road,0,2,0
1928,GBR,Cycling,Cycling Track,0,1,1
1928,GBR,Fencing,Fencing,0,1,0
1928,GBR,Gymnastics,Artistic G.,0,0,1
1928,GBR,Rowing,Rowing,1,2,1
1928,GBR,Wrestling,Wrestling Free.,0,0,1
1928,GER,Aquatics,Swimming,1,1,1
1928,GER,Aquatics,Water polo,1,0,0
1928,GER,Athletics,Athletics,1,2,6
1928,GER,Boxing,Boxing,0,1,0
1928,GER,Cycling,Cycling Track,0,0,1
1928,GER,Equestrian,Dressage,2,0,0
1928,GER,Equestrian,Eventing,0,0,1
1928,GER,Fencing,Fencing,1,1,1
1928,GER,Hockey,Hockey,0,0,1
1928,GER,Modern Pentathlon,Modern Pentath.,0,0,1
1928,GER,Rowing,Rowing,1,0,0
1928,GER,Weightlifting,Weightlifting,2,0,1
1928,GER,Wrestling,Wrestling Gre-R,1,2,1
1928,HAI,Athletics,Athletics,0,1,0
1928,HUN,Aquatics,Swimming,0,1,0
1928,HUN,Aquatics,Water polo,0,1,0
1928,HUN,Athletics,Athletics,0,1,0
1928,HUN,Boxing,Boxing,1,0,0
1928,HUN,Fencing,Fencing,2,1,0
1928,HUN,Wrestling,Wrestling Gre-R,1,1,0
1928,IND,Hockey,Hockey,1,0,0
1928,IRL,Athletics,Athletics,1,0,0
1928,ITA,Boxing,Boxing,3,0,1
1928,ITA,Cycling,Cycling Track,1,0,0
1928,ITA,Fencing,Fencing,1,1,2
1928,ITA,Football,Football,0,0,1
1928,ITA,Gymnastics,Artistic G.,0,2,0
1928,ITA,Rowing,Rowing,1,0,1
1928,ITA,Weightlifting,Weightlifting,0,2,0
1928,ITA,Wrestling,Wrestling Gre-R,0,0,2
1928,JPN,Aquatics,Swimming,1,1,1
1928,JPN,Athletics,Athletics,1,1,0
1928,NED,Aquatics,Swimming,1,2,0
1928,NED,Athletics,Athletics,0,1,0
1928,NED,Boxing,Boxing,1,0,1
1928,NED,Cycling,Cycling Track,1,4,0
1928,NED,Equestrian,Dressage,0,0,1
1928,NED,Equestrian,Eventing,2,1,0
1928,NED,Gymnastics,Artistic G.,1,0,0
1928,NED,Hockey,Hockey,0,1,0
1928,NED,Sailing,Sailing,0,1,0
1928,NED,Weightlifting,Weightlifting,0,0,2
1928,NOR,Athletics,Athletics,0,0,1
1928,NOR,Equestrian,Eventing,0,1,0
1928,NOR,Sailing,Sailing,1,1,0
1928,NZL,Boxing,Boxing,1,0,0
1928,PHI,Aquatics,Swimming,0,0,1
1928,POL,Athletics,Athletics,1,0,0
1928,POL,Equestrian,Eventing,0,0,1
1928,POL,Equestrian,Jumping,0,1,0
1928,POL,Fencing,Fencing,0,0,1
1928,POL,Rowing,Rowing,0,0,1
1928,RSA,Aquatics,Swimming,0,0,1
1928,RSA,Athletics,Athletics,1,0,0
1928,RSA,Boxing,Boxing,0,0,1
1928,SUI,Equestrian,Jumping,0,0,2
1928,SUI,Gymnastics,Artistic G.,5,2,2
1928,SUI,Rowing,Rowing,1,1,0
1928,SUI,Wrestling,Wrestling Free.,1,1,1
1928,SWE,Aquatics,Diving,0,0,1
1928,SWE,Aquatics,Swimming,1,0,1
1928,SWE,Athletics,Athletics,1,2,4
1928,SWE,Boxing,Boxing,0,1,1
1928,SWE,Cycling,Cycling Road,0,0,2
1928,SWE,Equestrian,Dressage,0,1,1
1928,SWE,Equestrian,Jumping,0,0,1
1928,SWE,Modern Pentathlon,Modern Pentath.,1,1,0
1928,SWE,Sailing,Sailing,1,0,1
1928,SWE,Wrestling,Wrestling Free.,2,0,0
1928,SWE,Wrestling,Wrestling Gre-R,1,1,0
1928,TCH,Boxing,Boxing,0,1,0
1928,TCH,Equestrian,Jumping,1,0,0
1928,TCH,Gymnastics,Artistic G.,1,3,1
1928,TCH,Weightlifting,Weightlifting,0,0,1
1928,TCH,Wrestling,Wrestling Gre-R,0,1,0
1928,URU,Football,Football,1,0,0
1928,USA,Aquatics,Diving,4,3,2
1928,USA,Aquatics,Swimming,6,2,3
1928,USA,Athletics,Athletics,9,8,8
1928,USA,Boxing,Boxing,0,2,1
1928,USA,Fencing,Fencing,0,0,1
1928,USA,Rowing,Rowing,2,2,1
1928,USA,Wrestling,Wrestling Free.,1,1,0
1928,YUG,Gymnastics,Artistic G.,1,1,3
1932,ARG,Athletics,Athletics,1,0,0
1932,ARG,Boxing,Boxing,2,1,0
1932,AUS,Aquatics,Swimming,1,1,0
1932,AUS,Cycling,Cycling Track,1,0,0
1932,AUS,Rowing,Rowing,1,0,0
1932,AUS,Wrestling,Wrestling Free.,0,0,1
1932,AUT,Fencing,Fencing,1,0,0
1932,AUT,Weightlifting,Weightlifting,0,1,1
1932,AUT,Wrestling,Wrestling Free.,0,0,1
1932,AUT,Wrestling,Wrestling Gre-R,0,0,1
1932,CAN,Athletics,Athletics,1,3,5
1932,CAN,Boxing,Boxing,1,0,0
1932,CAN,Rowing,Rowing,0,0,2
1932,CAN,Sailing,Sailing,0,1,1
1932,CAN,Wrestling,Wrestling Free.,0,1,0
1932,DEN,Aquatics,Swimming,0,0,1
1932,DEN,Boxing,Boxing,0,0,1
1932,DEN,Cycling,Cycling Road,0,1,0
1932,DEN,Cycling,Cycling Track,0,0,1
1932,DEN,Weightlifting,Weightlifting,0,1,0
1932,DEN,Wrestling,Wrestling Gre-R,0,1,0
1932,ESP,Sailing,Sailing,0,0,1
1932,FIN,Athletics,Athletics,3,4,4
1932,FIN,Boxing,Boxing,0,0,1
1932,FIN,Gymnastics,Artistic G.,0,1,4
1932,FIN,Wrestling,Wrestling Free.,1,1,2
1932,FIN,Wrestling,Wrestling Gre-R,1,2,1
1932,FRA,Aquatics,Swimming,0,1,0
1932,FRA,Athletics,Athletics,0,0,1
1932,FRA,Cycling,Cycling Track,1,2,1
1932,FRA,Equestrian,Dressage,2,1,0
1932,FRA,Fencing,Fencing,2,1,0
1932,FRA,Rowing,Rowing,0,0,1
1932,FRA,Sailing,Sailing,1,0,0
1932,FRA,Weightlifting,Weightlifting,3,0,0
1932,FRA,Wrestling,Wrestling Free.,1,0,0
1932,FRA,Wrestling,Wrestling Gre-R,0,0,1
1932,GBR,Aquatics,Swimming,0,0,2
1932,GBR,Athletics,Athletics,2,4,2
1932,GBR,Cycling,Cycling Track,0,1,1
1932,GBR,Fencing,Fencing,0,1,0
1932,GBR,Rowing,Rowing,2,0,0
1932,GBR,Sailing,Sailing,0,1,0
1932,GER,Aquatics,Water polo,0,1,0
1932,GER,Athletics,Athletics,0,2,3
1932,GER,Boxing,Boxing,0,3,0
1932,GER,Rowing,Rowing,1,2,0
1932,GER,Shooting,Shooting,0,1,0
1932,GER,Weightlifting,Weightlifting,1,1,1
1932,GER,Wrestling,Wrestling Gre-R,1,2,1
1932,HUN,Aquatics,Swimming,0,0,1
1932,HUN,Aquatics,Water polo,1,0,0
1932,HUN,Boxing,Boxing,1,0,0
1932,HUN,Fencing,Fencing,2,0,2
1932,HUN,Gymnastics,Artistic G.,2,2,0
1932,HUN,Shooting,Shooting,0,0,1
1932,HUN,Wrestling,Wrestling Free.,0,2,1
1932,IND,Hockey,Hockey,1,0,0
1932,IRL,Athletics,Athletics,2,0,0
1932,ITA,Athletics,Athletics,1,0,2
1932,ITA,Boxing,Boxing,0,2,0
1932,ITA,Cycling,Cycling Road,2,1,0
1932,ITA,Cycling,Cycling Track,1,0,1
1932,ITA,Fencing,Fencing,2,4,2
1932,ITA,Gymnastics,Artistic G.,4,1,2
1932,ITA,Rowing,Rowing,0,2,1
1932,ITA,Shooting,Shooting,1,0,1
1932,ITA,Weightlifting,Weightlifting,0,1,1
1932,ITA,Wrestling,Wrestling Gre-R,1,1,2
1932,JPN,Aquatics,Swimming,5,5,2
1932,JPN,Athletics,Athletics,1,1,2
1932,JPN,Equestrian,Jumping,1,0,0
1932,JPN,Hockey,Hockey,0,1,0
1932,LAT,Athletics,Athletics,0,1,0
1932,MEX,Boxing,Boxing,0,1,0
1932,MEX,Shooting,Shooting,0,1,0
1932,NED,Aquatics,Swimming,0,2,0
1932,NED,Cycling,Cycling Track,1,1,0
1932,NED,Equestrian,Eventing,1,1,0
1932,NED,Sailing,Sailing,0,1,0
1932,NZL,Rowing,Rowing,0,1,0
1932,PHI,Aquatics,Swimming,0,0,1
1932,PHI,Athletics,Athletics,0,0,1
1932,PHI,Boxing,Boxing,0,0,1
1932,POL,Athletics,Athletics,2,0,1
1932,POL,Fencing,Fencing,0,0,1
1932,POL,Rowing,Rowing,0,1,2
1932,RSA,Aquatics,Swimming,0,0,1
1932,RSA,Athletics,Athletics,0,0,1
1932,RSA,Boxing,Boxing,2,0,1
1932,SUI,Gymnastics,Artistic G.,0,1,0
1932,SWE,Athletics,Athletics,0,1,0
1932,SWE,Boxing,Boxing,0,1,1
1932,SWE,Cycling,Cycling Road,0,0,2
1932,SWE,Equestrian,Dressage,0,1,0
1932,SWE,Equestrian,Eventing,0,0,1
1932,SWE,Equestrian,Jumping,0,0,1
1932,SWE,Modern Pentathlon,Modern Pentath.,1,1,0
1932,SWE,Sailing,Sailing,1,0,1
1932,SWE,Shooting,Shooting,1,0,0
1932,SWE,Wrestling,Wrestling Free.,2,1,2
1932,SWE,Wrestling,Wrestling Gre-R,4,0,1
1932,TCH,Athletics,Athletics,0,0,1
1932,TCH,Weightlifting,Weightlifting,1,1,0
1932,TCH,Wrestling,Wrestling Gre-R,0,1,0
1932,URU,Rowing,Rowing,0,0,1
1932,USA,Aquatics,Diving,4,4,4
1932,USA,Aquatics,Swimming,5,2,3
1932,USA,Aquatics,Water polo,0,0,1
1932,USA,Athletics,Athletics,16,13,6
1932,USA,Boxing,Boxing,2,0,3
1932,USA,Equestrian,Dressage,0,0,2
1932,USA,Equestrian,Eventing,1,1,0
1932,USA,Equestrian,Jumping,0,1,0
1932,USA,Fencing,Fencing,0,1,2
1932,USA,Gymnastics,Artistic G.,5,6,5
1932,USA,Hockey,Hockey,0,0,1
1932,USA,Modern Pentathlon,Modern Pentath.,0,0,1
1932,USA,Rowing,Rowing,3,1,0
1932,USA,Sailing,Sailing,2,1,0
1932,USA,Weightlifting,Weightlifting,0,0,2
1932,USA,Wrestling,Wrestling Free.,3,2,0
1936,ARG,Aquatics,Swimming,0,1,0
1936,ARG,Boxing,Boxing,1,1,2
1936,ARG,Polo,Polo,1,0,0
1936,ARG,Rowing,Rowing,0,0,1
1936,AUS,Athletics,Athletics,0,0,1
1936,AUT,Canoe / Kayak,Canoe / Kayak F,3,3,1
1936,AUT,Equestrian,Dressage,0,0,1
1936,AUT,Fencing,Fencing,0,0,1
1936,AUT,Football,Football,0,1,0
1936,AUT,Handball,Handball,0,1,0
1936,AUT,Rowing,Rowing,0,1,0
1936,AUT,Weightlifting,Weightlifting,1,0,0
1936,BEL,Aquatics,Water polo,0,0,1
1936,BEL,Cycling,Cycling Road,0,0,1
1936,CAN,Athletics,Athletics,0,1,3
1936,CAN,Basketball,Basketball,0,1,0
1936,CAN,Canoe / Kayak,Canoe / Kayak F,1,1,1
1936,CAN,Wrestling,Wrestling Free.,0,0,1
1936,DEN,Aquatics,Swimming,0,1,1
1936,DEN,Boxing,Boxing,0,0,1
1936,DEN,Equestrian,Eventing,0,0,1
1936,DEN,Rowing,Rowing,0,1,0
1936,EGY,Weightlifting,Weightlifting,2,1,2
1936,EST,Boxing,Boxing,0,1,0
1936,EST,Weightlifting,Weightlifting,0,0,1
1936,EST,Wrestling,Wrestling Free.,1,1,0
1936,EST,Wrestling,Wrestling Gre-R,1,0,2
1936,FIN,Athletics,Athletics,3,5,2
1936,FIN,Boxing,Boxing,1,0,0
1936,FIN,Gymnastics,Artistic G.,1,0,1
1936,FIN,Wrestling,Wrestling Free.,1,0,2
1936,FIN,Wrestling,Wrestling Gre-R,1,1,1
1936,FRA,Boxing,Boxing,2,0,0
1936,FRA,Canoe / Kayak,Canoe / Kayak F,0,1,0
1936,FRA,Cycling,Cycling Road,2,1,0
1936,FRA,Cycling,Cycling Track,1,1,2
1936,FRA,Equestrian,Dressage,0,1,0
1936,FRA,Fencing,Fencing,0,2,1
1936,FRA,Rowing,Rowing,0,0,2
1936,FRA,Shooting,Shooting,0,0,1
1936,FRA,Weightlifting,Weightlifting,1,0,0
1936,FRA,Wrestling,Wrestling Free.,1,0,0
1936,GBR,Athletics,Athletics,2,5,0
1936,GBR,Cycling,Cycling Track,0,0,1
1936,GBR,Equestrian,Eventing,0,0,1
1936,GBR,Polo,Polo,0,1,0
1936,GBR,Rowing,Rowing,1,1,0
1936,GBR,Sailing,Sailing,1,0,1
1936,GER,Aquatics,Diving,0,0,2
1936,GER,Aquatics,Swimming,0,3,1
1936,GER,Aquatics,Water polo,0,1,0
1936,GER,Athletics,Athletics,5,4,7
1936,GER,Boxing,Boxing,2,2,1
1936,GER,Canoe / Kayak,Canoe / Kayak F,2,3,2
1936,GER,Cycling,Cycling Track,2,0,1
1936,GER,Equestrian,Dressage,2,1,0
1936,GER,Equestrian,Eventing,2,0,0
1936,GER,Equestrian,Jumping,2,0,0
1936,GER,Fencing,Fencing,0,1,2
1936,GER,Gymnastics,Artistic G.,6,1,6
1936,GER,Handball,Handball,1,0,0
1936,GER,Hockey,Hockey,0,1,0
1936,GER,Modern Pentathlon,Modern Pentath.,1,0,0
1936,GER,Rowing,Rowing,5,1,1
1936,GER,Sailing,Sailing,1,1,1
1936,GER,Shooting,Shooting,1,2,0
1936,GER,Weightlifting,Weightlifting,1,2,2
1936,GER,Wrestling,Wrestling Free.,0,1,2
1936,GER,Wrestling,Wrestling Gre-R,0,2,2
1936,HUN,Aquatics,Swimming,1,0,1
1936,HUN,Aquatics,Water polo,1,0,0
1936,HUN,Athletics,Athletics,1,0,0
1936,HUN,Boxing,Boxing,1,0,0
1936,HUN,Equestrian,Jumping,0,0,1
1936,HUN,Fencing,Fencing,3,0,1
1936,HUN,Gymnastics,Artistic G.,0,0,1
1936,HUN,Shooting,Shooting,0,1,0
1936,HUN,Wrestling,Wrestling Free.,2,0,0
1936,HUN,Wrestling,Wrestling Gre-R,1,0,1
1936,IND,Hockey,Hockey,1,0,0
1936,ITA,Athletics,Athletics,1,2,2
1936,ITA,Boxing,Boxing,1,1,0
1936,ITA,Cycling,Cycling Track,0,1,0
1936,ITA,Fencing,Fencing,4,3,2
1936,ITA,Football,Football,1,0,0
1936,ITA,Modern Pentathlon,Modern Pentath.,0,0,1
1936,ITA,Rowing,Rowing,0,2,0
1936,ITA,Sailing,Sailing,1,0,0
1936,JPN,Aquatics,Swimming,4,2,5
1936,JPN,Athletics,Athletics,2,2,3
1936,LAT,Athletics,Athletics,0,0,1
1936,LAT,Wrestling,Wrestling Gre-R,0,1,0
1936,MEX,Basketball,Basketball,0,0,1
1936,MEX,Boxing,Boxing,0,0,1
1936,MEX,Polo,Polo,0,0,1
1936,NED,Aquatics,Swimming,4,1,0
1936,NED,Athletics,Athletics,0,0,2
1936,NED,Canoe / Kayak,Canoe / Kayak F,0,0,3
1936,NED,Cycling,Cycling Track,1,2,0
1936,NED,Equestrian,Jumping,0,1,0
1936,NED,Hockey,Hockey,0,0,1
1936,NED,Sailing,Sailing,1,0,1
1936,NOR,Boxing,Boxing,0,1,1
1936,NOR,Football,Football,0,0,1
1936,NOR,Sailing,Sailing,0,2,0
1936,NOR,Shooting,Shooting,1,0,0
1936,NZL,Athletics,Athletics,1,0,0
1936,PHI,Athletics,Athletics,0,0,1
1936,POL,Athletics,Athletics,0,2,1
1936,POL,Equestrian,Eventing,0,1,0
1936,POL,Rowing,Rowing,0,0,1
1936,POL,Shooting,Shooting,0,0,1
1936,POR,Equestrian,Jumping,0,0,1
1936,ROU,Equestrian,Jumping,0,1,0
1936,RSA,Boxing,Boxing,0,1,0
1936,SUI,Athletics,Athletics,0,1,0
1936,SUI,Cycling,Cycling Road,0,1,1
1936,SUI,Gymnastics,Artistic G.,1,6,2
1936,SUI,Handball,Handball,0,0,1
1936,SUI,Rowing,Rowing,0,1,1
1936,SWE,Athletics,Athletics,0,0,2
1936,SWE,Boxing,Boxing,0,0,1
1936,SWE,Canoe / Kayak,Canoe / Kayak F,1,0,1
1936,SWE,Equestrian,Dressage,0,0,1
1936,SWE,Fencing,Fencing,0,1,0
1936,SWE,Sailing,Sailing,0,1,1
1936,SWE,Shooting,Shooting,1,0,1
1936,SWE,Wrestling,Wrestling Free.,1,1,1
1936,SWE,Wrestling,Wrestling Gre-R,3,2,1
1936,TCH,Canoe / Kayak,Canoe / Kayak F,2,1,0
1936,TCH,Gymnastics,Artistic G.,1,1,0
1936,TCH,Weightlifting,Weightlifting,0,1,0
1936,TCH,Wrestling,Wrestling Free.,0,1,0
1936,TCH,Wrestling,Wrestling Gre-R,0,1,0
1936,TUR,Wrestling,Wrestling Free.,0,0,1
1936,TUR,Wrestling,Wrestling Gre-R,1,0,0
1936,USA,Aquatics,Diving,4,4,2
1936,USA,Aquatics,Swimming,2,3,3
1936,USA,Athletics,Athletics,14,7,4
1936,USA,Basketball,Basketball,1,0,0
1936,USA,Boxing,Boxing,0,1,1
1936,USA,Canoe / Kayak,Canoe / Kayak F,0,0,1
1936,USA,Equestrian,Eventing,0,1,0
1936,USA,Modern Pentathlon,Modern Pentath.,0,1,0
1936,USA,Rowing,Rowing,1,0,1
1936,USA,Weightlifting,Weightlifting,1,0,0
1936,USA,Wrestling,Wrestling Free.,1,3,0
1936,YUG,Gymnastics,Artistic G.,0,1,0
1948,ARG,Athletics,Athletics,1,1,0
1948,ARG,Boxing,Boxing,2,0,1
1948,ARG,Sailing,Sailing,0,1,0
1948,ARG,Shooting,Shooting,0,1,0
1948,AUS,Aquatics,Swimming,0,2,2
1948,AUS,Athletics,Athletics,1,3,2
1948,AUS,Rowing,Rowing,1,0,0
1948,AUS,Wrestling,Wrestling Free.,0,1,1
1948,AUT,Athletics,Athletics,1,0,1
1948,AUT,Canoe / Kayak,Canoe / Kayak F,0,0,1
1948,AUT,Fencing,Fencing,0,0,1
1948,BEL,Athletics,Athletics,1,0,1
1948,BEL,Boxing,Boxing,0,1,0
1948,BEL,Cycling,Cycling Road,1,0,1
1948,BEL,Cycling,Cycling Track,0,1,0
1948,BEL,Fencing,Fencing,0,0,1
1948,BRA,Basketball,Basketball,0,0,1
1948,CAN,Athletics,Athletics,0,0,1
1948,CAN,Canoe / Kayak,Canoe / Kayak F,0,1,1
1948,CUB,Sailing,Sailing,0,1,0
1948,DEN,Aquatics,Diving,0,0,1
1948,DEN,Aquatics,Swimming,2,2,0
1948,DEN,Athletics,Athletics,0,0,1
1948,DEN,Boxing,Boxing,0,0,1
1948,DEN,Canoe / Kayak,Canoe / Kayak F,1,2,0
1948,DEN,Cycling,Cycling Track,0,0,1
1948,DEN,Fencing,Fencing,0,1,0
1948,DEN,Football,Football,0,0,1
1948,DEN,Rowing,Rowing,1,2,1
1948,DEN,Sailing,Sailing,1,0,1
1948,DEN,Wrestling,Wrestling Gre-R,0,0,1
1948,EGY,Weightlifting,Weightlifting,2,1,0
1948,EGY,Wrestling,Wrestling Gre-R,0,1,1
1948,ESP,Equestrian,Jumping,0,1,0
1948,FIN,Athletics,Athletics,1,2,0
1948,FIN,Canoe / Kayak,Canoe / Kayak F,0,1,2
1948,FIN,Gymnastics,Artistic G.,4,2,2
1948,FIN,Shooting,Shooting,0,1,0
1948,FIN,Wrestling,Wrestling Free.,1,0,0
1948,FIN,Wrestling,Wrestling Gre-R,0,1,1
1948,FRA,Aquatics,Swimming,0,0,2
1948,FRA,Athletics,Athletics,2,3,3
1948,FRA,Basketball,Basketball,0,1,0
1948,FRA,Canoe / Kayak,Canoe / Kayak F,0,0,4
1948,FRA,Cycling,Cycling Road,1,0,1
1948,FRA,Cycling,Cycling Track,2,0,1
1948,FRA,Equestrian,Dressage,1,1,0
1948,FRA,Equestrian,Eventing,1,0,0
1948,FRA,Equestrian,Jumping,0,0,1
1948,FRA,Fencing,Fencing,3,1,0
1948,FRA,Wrestling,Wrestling Free.,0,0,1
1948,GBR,Aquatics,Swimming,0,0,1
1948,GBR,Athletics,Athletics,0,6,1
1948,GBR,Boxing,Boxing,0,2,0
1948,GBR,Cycling,Cycling Road,0,1,0
1948,GBR,Cycling,Cycling Track,0,2,2
1948,GBR,Equestrian,Jumping,0,0,1
1948,GBR,Hockey,Hockey,0,1,0
1948,GBR,Rowing,Rowing,2,1,0
1948,GBR,Sailing,Sailing,1,0,0
1948,GBR,Weightlifting,Weightlifting,0,1,1
1948,HUN,Aquatics,Swimming,0,1,3
1948,HUN,Aquatics,Water polo,0,1,0
1948,HUN,Athletics,Athletics,2,0,1
1948,HUN,Boxing,Boxing,2,0,0
1948,HUN,Fencing,Fencing,3,0,2
1948,HUN,Gymnastics,Artistic G.,1,2,2
1948,HUN,Rowing,Rowing,0,0,1
1948,HUN,Shooting,Shooting,1,0,0
1948,HUN,Wrestling,Wrestling Free.,1,0,0
1948,HUN,Wrestling,Wrestling Gre-R,0,1,2
1948,IND,Hockey,Hockey,1,0,0
1948,IRI,Weightlifting,Weightlifting,0,0,1
1948,ITA,Aquatics,Water polo,1,0,0
1948,ITA,Athletics,Athletics,1,3,1
1948,ITA,Boxing,Boxing,1,2,2
1948,ITA,Cycling,Cycling Track,2,1,0
1948,ITA,Fencing,Fencing,1,4,1
1948,ITA,Rowing,Rowing,1,1,2
1948,ITA,Wrestling,Wrestling Gre-R,1,0,2
1948,JAM,Athletics,Athletics,1,2,0
1948,KOR,Boxing,Boxing,0,0,1
1948,KOR,Weightlifting,Weightlifting,0,0,1
1948,MEX,Aquatics,Diving,0,0,1
1948,MEX,Equestrian,Eventing,0,0,1
1948,MEX,Equestrian,Jumping,2,1,0
1948,NED,Aquatics,Swimming,1,0,2
1948,NED,Aquatics,Water polo,0,0,1
1948,NED,Athletics,Athletics,4,0,2
1948,NED,Canoe / Kayak,Canoe / Kayak F,0,1,0
1948,NED,Cycling,Cycling Road,0,1,0
1948,NED,Hockey,Hockey,0,0,1
1948,NED,Sailing,Sailing,0,0,2
1948,NED,Weightlifting,Weightlifting,0,0,1
1948,NOR,Athletics,Athletics,0,1,0
1948,NOR,Canoe / Kayak,Canoe / Kayak F,0,1,1
1948,NOR,Rowing,Rowing,0,0,1
1948,NOR,Sailing,Sailing,1,0,0
1948,NOR,Shooting,Shooting,0,0,1
1948,NOR,Wrestling,Wrestling Gre-R,0,1,0
1948,PAN,Athletics,Athletics,0,0,2
1948,PER,Shooting,Shooting,1,0,0
1948,POL,Boxing,Boxing,0,0,1
1948,POR,Equestrian,Dressage,0,0,1
1948,POR,Sailing,Sailing,0,1,0
1948,PUR,Boxing,Boxing,0,0,1
1948,RSA,Boxing,Boxing,2,1,1
1948,SRI,Athletics,Athletics,0,1,0
1948,SUI,Athletics,Athletics,0,1,1
1948,SUI,Equestrian,Dressage,1,0,0
1948,SUI,Fencing,Fencing,0,1,0
1948,SUI,Gymnastics,Artistic G.,3,4,1
1948,SUI,Rowing,Rowing,0,2,0
1948,SUI,Shooting,Shooting,1,1,0
1948,SUI,Wrestling,Wrestling Free.,0,1,2
1948,SWE,Athletics,Athletics,5,3,5
1948,SWE,Boxing,Boxing,0,1,0
1948,SWE,Canoe / Kayak,Canoe / Kayak F,4,0,0
1948,SWE,Equestrian,Dressage,0,0,1
1948,SWE,Equestrian,Eventing,0,1,1
1948,SWE,Fencing,Fencing,0,0,1
1948,SWE,Football,Football,1,0,0
1948,SWE,Modern Pentathlon,Modern Pentath.,1,0,1
1948,SWE,Sailing,Sailing,0,1,1
1948,SWE,Shooting,Shooting,0,0,3
1948,SWE,Weightlifting,Weightlifting,0,0,1
1948,SWE,Wrestling,Wrestling Free.,0,3,3
1948,SWE,Wrestling,Wrestling Gre-R,5,2,0
1948,TCH,Athletics,Athletics,1,1,0
1948,TCH,Boxing,Boxing,1,0,0
1948,TCH,Canoe / Kayak,Canoe / Kayak F,3,1,0
1948,TCH,Gymnastics,Artistic G.,1,0,3
1948,TRI,Weightlifting,Weightlifting,0,1,0
1948,TUR,Athletics,Athletics,0,0,1
1948,TUR,Wrestling,Wrestling Free.,4,2,0
1948,TUR,Wrestling,Wrestling Gre-R,2,2,1
1948,URU,Rowing,Rowing,0,1,1
1948,USA,Aquatics,Diving,4,4,2
1948,USA,Aquatics,Swimming,8,6,1
1948,USA,Athletics,Athletics,12,5,10
1948,USA,Basketball,Basketball,1,0,0
1948,USA,Boxing,Boxing,0,1,0
